Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti Swift Dzire VXI,Chennai,2014,29608,Diesel,Automatic,First,26.6 km/kg,1197 CC,245 bhp,5.0,,12.38
Maruti Wagon R Stingray VXI,Ahmedabad,2011,16012,CNG,Manual,Second,18.49 kmpl,1794 CC,57.5 bhp,5.0,,4.52
Renault Duster Petrol RxL,Bangalore,2017,36176,Petrol,Manual,First,17.1 kmpl,799 CC,94.68 bhp,5.0,99.92 Lakh,21.96
Maruti Zen Estilo 1.1 VXI BSIII,Chennai,2017,40094,Diesel,Manual,First,26.6 km/kg,2393 CC,75 bhp,7.0,,5.66
Ford Fiesta 1.6 ZXi Leather,Chennai,2013,78047,CNG,Manual,First,20.77 kmpl,1299 CC,86.8 bhp,5.0,,6.18
Mercedes-Benz A Class A180 CDI,Hyderabad,2013,55386,Diesel,Automatic,First,20.73 kmpl,2477 CC,58.16 bhp,7.0,,14.5
Toyota Etios Liva G,Mumbai,2016,53001,Petrol,Manual,Second,18.7 kmpl,1197 CC,186 bhp,5.0,,3.6
Honda City V MT,Kolkata,2010,36849,Petrol,Manual,First,17.8 kmpl,1197 CC,141 bhp,5.0,,1.49
Audi Q3 2.0 TDI Quattro,Kolkata,2013,47048,Petrol,Manual,First,21.1 kmpl,998 CC,76 bhp,5.0,,3.12
Mitsubishi Pajero 2.8 SFX,Kolkata,2014,30954,Diesel,Manual,First,18.15 kmpl,1086 CC,110 bhp,5.0,7.91 Lakh,1.4
Hyundai i10 Sportz,Coimbatore,2011,50022,Petrol,Manual,First,26.0 kmpl,998 CC,154 bhp,5.0,,1.33
Mahindra XUV500 AT W10 FWD,Bangalore,2012,54284,Diesel,Manual,First,17.11 kmpl,814 CC,58.16 bhp,5.0,,2.27
Honda Jazz Select Edition,Kolkata,2017,27808,Petrol,Manual,First,12.63 kmpl,1198 CC,121.3 bhp,5.0,,6.56
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Jaipur,2009,43692,Diesel,Automatic,First,14.0 kmpl,1496 CC,184 bhp,5.0,,14.43
BMW 3 Series 320d Prestige,Hyderabad,2012,27878,Diesel,Manual,First,11.3 kmpl,2523 CC,58.16 bhp,5.0,,2.78
Skoda Octavia Ambition 1.4 TSI MT,Pune,2012,39979,Petrol,Manual,First,17.68 kmpl,2143 CC,47.3 bhp,5.0,,2.25
Maruti Swift VDI BSIV,Mumbai,2013,57012,Petrol,Manual,First,33.54 km/kg,998 CC,null bhp,5.0,,2.24
Honda City V MT Exclusive,Chennai,2012,18985,Petrol,Manual,First,11.57 kmpl,1582 CC,488.1 bhp,5.0,4.7 Lakh,3.95
Hyundai i20 Asta 1.2,Hyderabad,2012,56561,Petrol,Manual,First,18.7 kmpl,1498 CC,184 bhp,5.0,,2.57
Jaguar XF 3.0 Litre S Premium Luxury,Jaipur,2015,32701,Diesel,Manual,First,21.5 kmpl,2771 CC,108.62 bhp,5.0,5.42 Lakh,7.48
Honda City i-VTEC S,Mumbai,2012,30591,Petrol,Manual,First,14.0 kmpl,1086 CC,103.6 bhp,5.0,,2.97
Maruti Ritz VDi,Coimbatore,2017,19026,Petrol,Manual,First,21.03 kmpl,1199 CC,75 bhp,5.0,8.61 Lakh,5.18
Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,56484,Petrol,Manual,First,17.5 kmpl,1193 CC,86.8 bhp,5.0,,2.54
Hyundai EON D Lite Plus,Bangalore,2014,140161,CNG,Manual,Second,14.53 kmpl,1198 CC,73.97 bhp,5.0,,3.27
Tata Indigo LS,Chennai,2013,69570,Diesel,Automatic,First,15.8 kmpl,2477 CC,88.8 bhp,5.0,,16.7
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2013,36724,Petrol,Manual,First,23.4 kmpl,1498 CC,58.16 bhp,5.0,,1.46
Audi A4 2.0 TDI,Mumbai,2015,40261,Diesel,Manual,First,22.32 kmpl,796 CC,67.1 bhp,5.0,,2.8
Honda City 1.5 EXI,Kolkata,2009,47502,CNG,Manual,First,28.09 kmpl,2494 CC,67.1 bhp,4.0,,1.35
Honda Civic 2006-2010 1.8 V MT,Kolkata,2015,65661,Diesel,Manual,Third,12.05 kmpl,1197 CC,null bhp,5.0,,2.09
Honda City 1.5 V MT,Bangalore,2010,46514,Diesel,Manual,First,21.43 kmpl,2179 CC,100.6 bhp,7.0,,17.12
Mercedes-Benz CLA 200 Sport Edition,Mumbai,2010,57376,Petrol,Manual,First,17.8 kmpl,1197 CC,81.80 bhp,5.0,,3.38
Toyota Fortuner 2.8 4WD MT,Hyderabad,2012,59158,Diesel,Manual,First,18.5 kmpl,1798 CC,67.1 bhp,5.0,,1.86
Toyota Innova Crysta 2.4 VX MT 8S,Bangalore,2011,48738,CNG,Manual,First,21.1 kmpl,1399 CC,83.8 bhp,5.0,,1.55
Maruti Swift 1.3 LXI,Kolkata,2009,53375,Petrol,Manual,First,20.85 kmpl,1798 CC,90 bhp,5.0,,1.12
BMW 3 Series 320d Sedan,Kochi,2010,21947,Petrol,Manual,First,12.3 kmpl,1248 CC,88.76 bhp,4.0,8.61 Lakh,5.72
Hyundai Elantra 2.0 SX Option AT,Kochi,2010,40351,Petrol,Manual,First,10.2 kmpl,1998 CC,181 bhp,5.0,,2.57
Mitsubishi Pajero Sport 4X4,Mumbai,2013,36565,Diesel,Manual,First,20.0 kmpl,1373 CC,70 bhp,5.0,,4.76
Audi Q5 30 TDI quattro Premium,Chennai,2006,96491,CNG,Manual,First,27.03 kmpl,1997 CC,103.6 bhp,5.0,,13.83
Hyundai Verna 1.6 SX,Kochi,2013,25107,Diesel,Automatic,First,16.0 kmpl,1197 CC,73 bhp,5.0,4.33 Lakh,36.02
Hyundai Verna 1.6 EX VTVT,Jaipur,2013,41403,Petrol,Automatic,First,17.85 kmpl,1781 CC,103.25 bhp,8.0,48.18 Lakh,6.04
Ford EcoSport 1.5 Ti VCT MT Signature,Mumbai,2009,60560,Petrol,Manual,First,12.8 kmpl,796 CC,null bhp,5.0,,2.09
Hyundai Grand i10 1.2 Kappa Sportz,Chennai,2009,55210,Petrol,Manual,First,16.8 kmpl,1199 CC,88.50 bhp,5.0,,1.97
Maruti Vitara Brezza ZDi Plus,Pune,2010,53874,CNG,Manual,First,13.8 kmpl,2967 CC,88.8 bhp,5.0,,2.91
Hyundai Verna 1.6 SX VTVT (O) AT,Bangalore,2009,64365,Diesel,Automatic,Second,13.0 kmpl,1248 CC,108.45 bhp,5.0,,12.44
Maruti Wagon R LXI,Mumbai,2008,105278,Petrol,Manual,First,21.21 kmpl,1197 CC,67.1 bhp,5.0,,1.99
Maruti Ritz LXi,Delhi,2016,21592,Petrol,Manual,First,14.3 kmpl,1968 CC,110.4 bhp,5.0,8.61 Lakh,1.89
Mitsubishi Pajero 2.8 SFX,Kolkata,2010,59604,Petrol,Manual,First,18.0 kmpl,1298 CC,152 bhp,5.0,,1.59
Audi A4 2.0 TDI Multitronic,Bangalore,2012,1577,Diesel,Automatic,First,24.3 kmpl,2993 CC,187.7 bhp,7.0,,5.12
Maruti Swift VDI BSIV,Mumbai,2010,36726,Petrol,Automatic,First,13.2 km/kg,1498 CC,47.3 bhp,7.0,8.61 Lakh,14.48
Hyundai i20 1.2 Sportz Option,Hyderabad,2009,64698,Diesel,Manual,First,15.0 kmpl,2179 CC,47.3 bhp,5.0,,1.01
Toyota Fortuner 4x2 AT,Hyderabad,2014,45838,Diesel,Manual,First,16.2 kmpl,1497 CC,100.6 bhp,5.0,12.74 Lakh,12.63
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2010,39791,Petrol,Manual,First,19.4 kmpl,796 CC,102 bhp,5.0,,2.73
Hyundai EON LPG Era Plus Option,Pune,2013,68166,Petrol,Manual,First,11.9 kmpl,2609 CC,117.3 bhp,5.0,,4.69
BMW X5 3.0d,Delhi,2015,43793,Petrol,Manual,First,17.4 kmpl,998 CC,147.8 bhp,5.0,,1.69
BMW 3 Series 320d Sport Line,Coimbatore,2013,22727,Petrol,Automatic,First,16.0 kmpl,2993 CC,122 bhp,8.0,12.14 Lakh,2.81
Hyundai Santro Xing GLS LPG,Jaipur,2013,57456,Diesel,Manual,First,20.0 kmpl,1995 CC,241.4 bhp,5.0,,16.69
Mercedes-Benz A Class A180 Sport,Kochi,2017,26573,Diesel,Automatic,First,26.6 km/kg,2143 CC,245 bhp,7.0,,13.6
Hyundai Elantra CRDi SX AT,Mumbai,2010,73445,Diesel,Automatic,Second,24.3 kmpl,2143 CC,136 bhp,7.0,,20.61
Toyota Innova 2.5 G4 Diesel 8-seater,Mumbai,2012,69637,Diesel,Automatic,First,12.0 kmpl,1197 CC,57.5 bhp,5.0,,2.39
Hyundai Grand i10 CRDi Magna,Pune,2009,28196,CNG,Manual,First,20.77 kmpl,1497 CC,68 bhp,5.0,,1.57
Hyundai i20 1.2 Asta Option,Chennai,2011,36913,Diesel,Automatic,First,12.8 kmpl,2993 CC,215 bhp,7.0,,25.4
Maruti Swift VXI BSIII,Kolkata,2015,52668,Petrol,Manual,First,26.6 km/kg,2987 CC,110 bhp,5.0,,3.52
Hyundai Verna 1.6 EX VTVT,Hyderabad,2017,63365,Diesel,Automatic,Second,18.49 kmpl,2393 CC,138.03 bhp,8.0,11.2 Lakh,18.2
Toyota Fortuner 4x2 Manual,Hyderabad,2012,52889,Petrol,Manual,First,23.0 kmpl,998 CC,53.64 bhp,5.0,,2.18
Hyundai Creta 1.6 CRDi SX,Jaipur,2010,39244,Petrol,Manual,First,16.8 kmpl,1798 CC,203 bhp,5.0,,5.76
Maruti Swift VDI BSIV W ABS,Hyderabad,2012,172170,CNG,Automatic,Second,21.9 kmpl,1997 CC,47.3 bhp,8.0,,2.73
Maruti Wagon R VXI,Ahmedabad,2015,58854,Petrol,Manual,First,22.9 kmpl,1197 CC,108.62 bhp,5.0,,1.69
Hyundai i10 Magna,Hyderabad,2010,51302,Diesel,Manual,First,17.3 kmpl,1461 CC,58.16 bhp,5.0,,8.83
Maruti Alto 800 2016-2019 CNG LXI,Delhi,2011,39193,CNG,Manual,First,22.07 kmpl,1799 CC,73.9 bhp,5.0,,2.11
Maruti Ciaz VXi Plus,Hyderabad,2014,61991,Diesel,Manual,First,23.59 kmpl,1498 CC,170 bhp,5.0,,5.68
Volkswagen Vento Petrol Highline AT,Hyderabad,2014,47708,Diesel,Manual,Third,25.1 kmpl,3198 CC,167.62 bhp,5.0,,7.71
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2010,66143,Diesel,Manual,First,11.0 kmpl,998 CC,157.7 bhp,5.0,,5.18
Maruti Baleno Alpha 1.2,Delhi,2012,53848,Diesel,Manual,First,13.33 kmpl,1798 CC,140 bhp,5.0,,16.79
Mercedes-Benz New C-Class Progressive C 200,Hyderabad,2011,71997,Petrol,Manual,First,14.8 kmpl,998 CC,88.5 bhp,5.0,,1.7
Fiat Punto 1.4 Emotion,Kolkata,2010,19729,Diesel,Manual,First,19.0 kmpl,1798 CC,88.7 bhp,5.0,,1.29
Maruti Omni MPI STD BSIV,Kochi,2013,7395,Diesel,Manual,First,20.14 kmpl,1999 CC,114.4 bhp,4.0,14.65 Lakh,4.83
Ford Ikon 1.3 Flair,Hyderabad,2009,19265,Petrol,Automatic,First,23.84 kmpl,998 CC,333 bhp,5.0,,2.44
Hyundai i20 Magna,Hyderabad,2012,52000,Diesel,Manual,First,22.7 kmpl,2148 CC,58.16 bhp,5.0,,2.18
BMW 5 Series 2003-2012 530d Highline,Chennai,2009,27176,Petrol,Manual,First,20.5 kmpl,1198 CC,74.9 bhp,5.0,,2.31
Porsche Panamera Diesel,Hyderabad,2014,42814,Diesel,Manual,First,19.27 kmpl,1999 CC,143 bhp,5.0,8.55 Lakh,3.29
Mitsubishi Pajero 2.8 GLX CRZ,Kolkata,2017,40416,Diesel,Manual,First,17.3 kmpl,2987 CC,99 bhp,5.0,,1.78
Maruti Vitara Brezza ZDi,Mumbai,2012,54820,Diesel,Manual,First,19.4 kmpl,1248 CC,73.75 bhp,5.0,,2.58
Renault KWID RXT,Hyderabad,2013,41953,Petrol,Manual,First,26.6 km/kg,1498 CC,121.3 bhp,5.0,,2.75
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,33159,Petrol,Automatic,First,22.0 kmpl,1498 CC,73 bhp,5.0,,12.53
Mercedes-Benz M-Class ML 320 CDI,Bangalore,2012,55841,Petrol,Manual,Second,22.32 kmpl,1798 CC,88.2 bhp,5.0,,2.89
Datsun redi-GO T Option,Kolkata,2012,45100,Petrol,Manual,First,26.6 km/kg,1591 CC,81.86 bhp,5.0,,1.73
Hyundai Verna 1.6 VTVT,Mumbai,2009,63124,Petrol,Manual,First,17.0 kmpl,1086 CC,108.45 bhp,5.0,,2.38
Mercedes-Benz GLE 350d,Pune,2013,51582,Diesel,Automatic,First,16.09 kmpl,1995 CC,78 bhp,7.0,,2.36
BMW 5 Series 523i Sedan,Mumbai,2010,34541,Petrol,Manual,First,18.5 kmpl,1461 CC,85.8 bhp,5.0,,2.62
Chevrolet Cruze LTZ AT,Mumbai,2011,53859,Diesel,Manual,First,17.0 kmpl,1197 CC,67.1 bhp,5.0,,2.78
Maruti Ciaz Zeta,Mumbai,2009,57052,Petrol,Manual,First,,998 CC,88.5 bhp,5.0,,1.75
Mercedes-Benz CLA 200 D Sport Edition,Chennai,2009,78226,CNG,Manual,First,16.95 kmpl,1061 CC,126.24 bhp,5.0,,2.27
Mahindra XUV500 W10 2WD,Hyderabad,2010,66013,Diesel,Manual,First,25.4 kmpl,998 CC,170 bhp,7.0,,2.21
Hyundai Santro Xing GL Plus LPG,Kolkata,2009,37998,Petrol,Manual,First,22.74 kmpl,998 CC,85.8 bhp,5.0,,2.25
Hyundai EON Era Plus,Kolkata,2010,24794,Petrol,Manual,First,19.7 kmpl,1197 CC,53.3 bhp,5.0,,6.16
Hyundai i10 Sportz,Mumbai,2010,35695,Petrol,Automatic,First,19.0 kmpl,2755 CC,88.76 bhp,5.0,,1.69
Mahindra Scorpio S6 7 Seater,Hyderabad,2010,42138,CNG,Manual,Second,20.73 kmpl,1498 CC,171 bhp,5.0,,2.72
Maruti Dzire VDI,Hyderabad,2010,36227,Petrol,Manual,First,18.2 kmpl,2696 CC,56.3 bhp,5.0,8.61 Lakh,27.28
Hyundai Xcent 1.2 VTVT S,Chennai,2013,51592,Diesel,Automatic,First,23.84 kmpl,2993 CC,140 bhp,7.0,,9.85
Maruti Swift VDI BSIV,Ahmedabad,2013,50792,Diesel,Manual,First,11.8 kmpl,1196 CC,73.75 bhp,5.0,,3.98
Renault Duster 85PS Diesel RxL,Mumbai,2010,64305,Diesel,Automatic,First,20.0 kmpl,1248 CC,140 bhp,5.0,,15.77
Honda Civic 2006-2010 1.8 S MT,Chennai,2011,69332,CNG,Manual,Second,21.56 kmpl,2354 CC,67.1 bhp,5.0,,1.41
Mahindra Scorpio 2.6 DX,Mumbai,2008,37451,Petrol,Manual,First,23.1 kmpl,1496 CC,116.6 bhp,8.0,,3.57
Mitsubishi Pajero 2.8 SFX,Mumbai,2011,50801,Petrol,Manual,First,13.9 kmpl,1798 CC,78.9 bhp,5.0,,1.78
Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2013,64403,Diesel,Manual,First,24.3 kmpl,2143 CC,190 bhp,6.0,,20.32
Tata Nano Twist XT,Hyderabad,2010,56047,CNG,Automatic,First,24.07 kmpl,1197 CC,130 bhp,5.0,,4.41
Datsun redi-GO T Option,Coimbatore,2013,42154,Diesel,Automatic,First,26.6 km/kg,2987 CC,227 bhp,5.0,,1.22
Hyundai i20 Sportz 1.2,Coimbatore,2015,38887,Diesel,Manual,First,22.32 kmpl,1798 CC,103.5 bhp,5.0,6.14 Lakh,3.83
Mahindra Scorpio VLX,Coimbatore,2017,21644,Diesel,Automatic,First,24.5 kmpl,1498 CC,121.3 bhp,5.0,8.61 Lakh,8.16
Maruti Alto 800 VXI,Coimbatore,2017,38878,Diesel,Manual,First,19.44 kmpl,1582 CC,73 bhp,8.0,8.61 Lakh,2.81
Toyota Innova Crysta 2.7 GX MT,Mumbai,2011,82342,Diesel,Manual,First,18.0 kmpl,1248 CC,110 bhp,7.0,,3.37
Maruti Alto 800 2016-2019 CNG LXI,Chennai,2017,17602,CNG,Manual,First,12.8 kmpl,1199 CC,46.3 bhp,5.0,,2.0
Maruti Zen Estilo LXI Green (CNG),Mumbai,2014,39364,Diesel,Automatic,First,26.6 km/kg,2987 CC,255 bhp,7.0,,13.8
Honda City 1.5 V MT,Kolkata,2012,72377,Petrol,Manual,First,0.0 kmpl,998 CC,62.1 bhp,5.0,,2.15
Mini Cooper 3 DOOR D,Jaipur,2013,115809,CNG,Manual,Fourth & Above,19.83 kmpl,1061 CC,74.9 bhp,,,2.14
Maruti Estilo LXI,Hyderabad,2012,28092,Petrol,Manual,First,16.09 kmpl,2148 CC,58.16 bhp,5.0,,4.53
Ford Figo Diesel EXI,Bangalore,2010,84835,Diesel,Manual,Second,18.48 kmpl,998 CC,58.2 bhp,5.0,,1.68
Mahindra XUV500 W8 4WD,Chennai,2010,57090,Diesel,Manual,Second,33.44 km/kg,2993 CC,184 bhp,5.0,,27.38
Maruti Ignis 1.2 Delta,Jaipur,2014,150710,Diesel,Manual,First,22.32 kmpl,998 CC,68.05 bhp,5.0,,1.97
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2009,48598,Petrol,Manual,First,18.6 kmpl,998 CC,64.1 bhp,5.0,,0.81
Maruti Eeco 7 Seater Standard,Hyderabad,2011,74056,CNG,Manual,First,17.8 kmpl,998 CC,75 bhp,5.0,,2.54
Land Rover Discovery Sport TD4 HSE,Kolkata,2009,45585,Diesel,Manual,First,20.85 kmpl,998 CC,90 bhp,5.0,,1.64
Hyundai i10 Sportz AT,Delhi,2013,54046,Petrol,Automatic,First,26.59 kmpl,1798 CC,160 bhp,5.0,,5.99
BMW 3 Series 320d Sedan,Delhi,2013,41221,Diesel,Manual,First,22.54 kmpl,1498 CC,103 bhp,5.0,8.61 Lakh,4.66
Mahindra Scorpio 2.6 DX,Mumbai,2009,55059,Petrol,Manual,Fourth & Above,19.4 kmpl,2393 CC,73.97 bhp,5.0,,2.14
Honda City V MT Exclusive,Coimbatore,2012,17546,Petrol,Manual,First,25.47 kmpl,1582 CC,141 bhp,7.0,4.36 Lakh,5.38
Honda CR-V RVi MT,Chennai,2012,113190,Diesel,Manual,First,17.5 kmpl,998 CC,126.2 bhp,5.0,,1.7
Hyundai Grand i10 CRDi Sportz,Hyderabad,2013,76069,CNG,Manual,First,15.73 kmpl,998 CC,null bhp,5.0,,1.32
Hyundai i10 Sportz,Hyderabad,2011,28720,Petrol,Automatic,First,19.0 kmpl,2755 CC,88.2 bhp,5.0,,11.04
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2007,28093,Petrol,Manual,First,13.93 kmpl,1493 CC,560 bhp,5.0,,2.68
Honda Civic 2006-2010 1.8 V MT,Coimbatore,2010,53586,Diesel,Manual,First,16.52 kmpl,1498 CC,254.8 bhp,5.0,8.61 Lakh,3.56
Maruti Alto Green LXi (CNG),Chennai,2010,55673,Diesel,Automatic,First,9.3 kmpl,2993 CC,68.05 bhp,7.0,,5.31
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2015,62492,Petrol,Manual,First,15.0 kmpl,1198 CC,98.59 bhp,5.0,,2.49
Hyundai Creta 1.6 SX Option,Hyderabad,2013,69936,Petrol,Manual,First,12.4 kmpl,998 CC,null bhp,5.0,,1.75
Hyundai Getz GLE,Mumbai,2006,55236,CNG,Manual,Second,11.8 kmpl,2147 CC,60 bhp,5.0,,1.76
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2017,43577,Petrol,Manual,First,15.3 kmpl,1497 CC,58.16 bhp,5.0,,1.37
Hyundai i10 Magna 1.1,Mumbai,2005,26555,CNG,Manual,First,19.16 kmpl,1997 CC,102 bhp,5.0,,2.5
Honda City i DTEC SV,Mumbai,2016,64575,Petrol,Automatic,First,13.0 kmpl,1196 CC,163.7 bhp,5.0,36.15 Lakh,6.27
Toyota Corolla H2,Bangalore,2016,57993,Petrol,Manual,First,13.5 kmpl,1298 CC,81.86 bhp,8.0,,2.16
Maruti SX4 Zxi BSIII,Pune,2009,56917,Diesel,Manual,First,33.54 km/kg,1248 CC,82 bhp,5.0,,2.18
Toyota Fortuner 2.8 2WD AT,Kolkata,2015,48741,Petrol,Manual,First,21.4 kmpl,1497 CC,55.2 bhp,5.0,10.3 Lakh,2.95
Maruti Baleno Delta 1.2,Kolkata,2012,27835,Petrol,Automatic,First,26.6 km/kg,1995 CC,245 bhp,7.0,,4.14
BMW X1 sDrive 20d Sportline,Hyderabad,2008,128384,CNG,Manual,Third,14.84 kmpl,1399 CC,70 bhp,5.0,,2.62
BMW X1 sDrive 20d Sportline,Jaipur,2016,54472,Diesel,Manual,First,23.1 kmpl,998 CC,184 bhp,5.0,,3.55
Ford Endeavour 2.2 Trend MT 4X4,Mumbai,2016,58631,Petrol,Manual,First,13.4 kmpl,998 CC,138.1 bhp,8.0,,2.68
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Coimbatore,2017,34041,Petrol,Manual,First,10.91 kmpl,1461 CC,171 bhp,5.0,8.61 Lakh,5.94
Chevrolet Spark 1.0 LS,Mumbai,2013,33513,Petrol,Manual,First,11.0 kmpl,1198 CC,121.3 bhp,5.0,,1.83
Maruti Eeco 7 Seater Standard,Mumbai,2014,42667,Petrol,Manual,First,18.88 kmpl,1198 CC,55 bhp,5.0,,2.39
Maruti Wagon R LXI,Bangalore,2013,46106,Petrol,Manual,First,28.4 kmpl,2835 CC,282 bhp,5.0,,3.9
Volkswagen Vento 1.5 TDI Comfortline AT,Ahmedabad,2014,57418,Petrol,Manual,First,10.0 kmpl,2179 CC,83.1 bhp,5.0,,9.15
Maruti Alto K10 VXI,Mumbai,2014,13102,Petrol,Manual,First,17.0 kmpl,1197 CC,103.3 bhp,5.0,,3.21
Maruti Alto K10 2010-2014 VXI,Mumbai,2010,69566,Petrol,Manual,First,17.8 kmpl,998 CC,73 bhp,5.0,,1.54
Mahindra Bolero ZLX,Bangalore,2009,43865,Diesel,Manual,First,24.07 kmpl,1248 CC,184 bhp,5.0,,22.6
Toyota Camry A/T,Kochi,2014,2665,Petrol,Automatic,First,11.72 kmpl,2999 CC,73.75 bhp,4.0,14.1 Lakh,5.78
Tata Indica V2 eLS,Bangalore,2017,20695,Petrol,Automatic,First,20.65 kmpl,1896 CC,138.1 bhp,5.0,11.48 Lakh,5.41
Ford Figo Diesel,Jaipur,2006,134129,Diesel,Manual,Third,25.0 kmpl,1591 CC,67.1 bhp,5.0,,1.5
Volkswagen Polo 1.2 MPI Highline,Delhi,2013,46720,Diesel,Manual,First,16.55 kmpl,1498 CC,258 bhp,7.0,,10.41
Audi A6 3.0 TDI quattro,Ahmedabad,2010,34922,CNG,Manual,Second,24.4 kmpl,1997 CC,108.5 bhp,5.0,,3.17
Hyundai EON Magna Plus,Kochi,2012,15479,Diesel,Automatic,First,12.98 kmpl,2755 CC,41 bhp,7.0,8.18 Lakh,7.14
Hyundai Verna 1.6 SX,Delhi,2018,35925,Petrol,Automatic,First,24.3 kmpl,3197 CC,143 bhp,5.0,8.16 Lakh,2.83
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2013,86773,Diesel,Manual,First,15.3 kmpl,2354 CC,245 bhp,5.0,,3.35
Toyota Etios Liva GD,Mumbai,2010,50051,Diesel,Automatic,First,16.95 kmpl,2143 CC,241.4 bhp,7.0,,25.4
Audi Q7 3.0 TDI Quattro Premium Plus,Kolkata,2013,13017,Petrol,Manual,First,26.6 km/kg,2497 CC,84 bhp,5.0,,7.32
Hyundai i10 Sportz,Coimbatore,2015,38588,Diesel,Manual,First,14.84 kmpl,1998 CC,88.5 bhp,5.0,,4.5
Maruti Swift ZXI,Mumbai,2016,45483,Diesel,Manual,First,17.0 kmpl,1598 CC,83.1 bhp,5.0,,3.73
Ford Fiesta Classic 1.4 Duratorq CLXI,Delhi,2010,66775,Diesel,Automatic,First,12.8 kmpl,1995 CC,184 bhp,5.0,,10.46
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2010,61099,Diesel,Manual,First,20.92 kmpl,1498 CC,76.8 bhp,5.0,12.47 Lakh,7.96
Maruti Ertiga VXI,Chennai,2013,40406,Diesel,Manual,First,12.8 kmpl,2199 CC,241.38 bhp,5.0,8.61 Lakh,5.36
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2010,33038,Petrol,Manual,First,18.7 kmpl,2494 CC,58.16 bhp,5.0,,3.31
Hyundai Grand i10 CRDi Sportz,Mumbai,2012,51246,Petrol,Manual,Second,24.3 kmpl,1798 CC,78.9 bhp,5.0,,3.43
Mahindra Xylo D4,Mumbai,2013,6197,Petrol,Manual,First,22.54 kmpl,1582 CC,88.7 bhp,5.0,6.21 Lakh,2.58
Honda City i VTEC V,Mumbai,2010,27001,Petrol,Manual,First,18.5 kmpl,796 CC,147.8 bhp,6.0,,2.54
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,51951,CNG,Manual,First,12.6 kmpl,796 CC,98.59 bhp,5.0,,5.17
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2007,20418,Petrol,Manual,First,17.0 kmpl,1461 CC,73.9 bhp,5.0,,2.14
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,42059,Diesel,Automatic,First,12.07 kmpl,1498 CC,121.3 bhp,5.0,8.61 Lakh,3.86
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2011,46009,CNG,Manual,Second,18.48 kmpl,2198 CC,67.1 bhp,5.0,,1.66
Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2012,42560,Diesel,Automatic,First,10.8 kmpl,1399 CC,444 bhp,8.0,,7.12
Land Rover Range Rover 2.2L Prestige,Chennai,2013,24131,Diesel,Manual,First,27.03 kmpl,1368 CC,73.9 bhp,5.0,,12.69
Mini Cooper 3 DOOR D,Hyderabad,2014,51846,Diesel,Manual,First,15.8 kmpl,2179 CC,47.3 bhp,5.0,,2.03
Toyota Fortuner 4x4 AT,Kolkata,2011,54896,CNG,Manual,First,12.8 kmpl,1298 CC,null bhp,5.0,,2.48
Nissan Sunny 2011-2014 Diesel XL,Kochi,2009,52114,Petrol,Automatic,First,25.6 kmpl,1498 CC,58.16 bhp,5.0,,0.98
Skoda Yeti Elegance,Jaipur,2012,47045,Diesel,Manual,First,17.68 kmpl,2143 CC,140 bhp,7.0,,4.91
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2012,54728,Diesel,Manual,First,20.77 kmpl,814 CC,215 bhp,5.0,,2.48
Hyundai Elantra CRDi SX AT,Mumbai,2016,66295,Petrol,Manual,First,22.7 kmpl,998 CC,108.45 bhp,5.0,,2.75
Tata Nano Lx BSIV,Chennai,2013,68891,CNG,Manual,First,15.5 kmpl,1968 CC,121.3 bhp,5.0,,4.52
Tata New Safari EX 4x2,Mumbai,2012,46561,Petrol,Manual,First,17.3 km/kg,1197 CC,118 bhp,5.0,,2.3
Maruti Ritz VDi,Hyderabad,2015,51304,Diesel,Manual,First,25.8 kmpl,2179 CC,177.6 bhp,7.0,,4.18
Mercedes-Benz GLE 250d,Mumbai,2010,69622,Diesel,Automatic,First,16.0 kmpl,1248 CC,73.9 bhp,8.0,,19.55
Toyota Etios GD,Bangalore,2014,48134,Diesel,Automatic,First,20.34 kmpl,1498 CC,58.16 bhp,4.0,,6.37
Maruti Dzire LDI,Pune,2013,23448,Diesel,Manual,First,19.87 kmpl,2967 CC,190 bhp,5.0,,8.56
